HEADER
VTF File Version,1.1
VTF File Type,0
PID,2081276
Generated on,2026-06-29 22:49:25
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,2081279

STRUCTURE
Group_Start,User and Internal Events
Dynamic_Row,1,General,User Events from APIs and Internally Generated Events
Group_End,User and Internal Events

MAPPING
2726,0:13:94901654646736
2299,0:13:94901654963440
1168,0:13:94901655018304
1764,0:13:94901655050608
829,0:13:94901655109600
2107,0:13:94901655314272
2695,0:13:94901655429072
1996,0:13:94901655450256
1170,0:13:94901655479536
2581,0:13:94901655482320
1863,0:13:94901655499712
2111,0:13:94901655691984
518,0:13:94901655953376
3853,0:13:94901655977936
2432,0:13:94901656188000
1790,0:13:94901656332176
1172,0:13:94901656373248
3105,0:13:94901656506320
766,0:13:94901656558080
2677,0:13:94901656747984
2300,0:13:94901656776432
2708,0:13:94901656846288
482,0:13:94901657030624
681,0:13:94901657323584
1173,0:13:94901657453760
324,0:13:94901657485280
1174,0:13:94901657507584
4181,0:13:94901657935824
683,0:13:94901658303552
3321,0:13:94901658472400
814,0:13:94901658542048
3113,0:13:94901658632144
2452,0:13:94901658651968
1178,0:13:94901658869728
1176,0:13:94901658914192
1177,0:13:94901658977504
3454,0:13:94901659078608
4329,0:13:94901659148240
830,0:13:94901659262336
1179,0:13:94901659331200
1864,0:13:94901659862608
2021,0:13:94901660046400
2498,0:13:94901660094416
4280,0:13:94901660131280
3975,0:13:94901660143568
1935,0:13:94901660162656
1827,0:13:94901660388000
2416,0:13:94901660423904
2079,0:13:94901660495840
701,0:13:94901660516320
1182,0:13:94901660802176
